Timestamp,Voltage(MQ-3b),Voltage(MQ-3),Voltage(MQ-9B)
2025-06-08 19:47:34.948,1.5682659074881258,-0.0021344270223773165,1.879174149884978
2025-06-08 19:47:34.948,1.5606279590941678,0.0004110952295679482,1.8613551469655727
2025-06-08 19:47:34.948,1.580995821478056,0.0004110952295679482,1.881719721730608
2025-06-08 19:47:34.948,1.5682659074881258,0.0004110952295679482,1.876628578039349
2025-06-08 19:47:34.949,1.5606279590941678,-0.0021344270223773165,1.8639007188112018
2025-06-08 19:47:34.949,1.580995821478056,0.002956617481514101,1.8842652935762372
2025-06-08 19:47:34.949,1.5784498386800703,0.0004110952295679482,1.8919020091131253
2025-06-08 19:47:34.949,1.5606279590941678,0.002956617481514101,1.8639007188112018
2025-06-08 19:47:34.950,1.580995821478056,-0.004679949274322581,1.8842652935762372
2025-06-08 19:47:34.950,1.5606279590941678,0.0004110952295679482,1.87153743434809
2025-06-08 19:47:34.950,1.5606279590941678,0.0004110952295679482,1.8664462906568318
2025-06-08 19:47:34.950,1.5784498386800703,0.0004110952295679482,1.8868108654218663
2025-06-08 19:47:34.950,1.5708118902861123,0.0004110952295679482,1.8842652935762372
2025-06-08 19:47:34.950,1.5606279590941678,0.0004110952295679482,1.8664462906568318
2025-06-08 19:47:34.950,1.5784498386800703,-0.0021344270223773165,1.8868108654218663
2025-06-08 19:47:34.951,1.5580819762961822,0.0004110952295679482,1.8842652935762372
2025-06-08 19:47:34.951,1.5580819762961822,-0.0021344270223773165,1.8664462906568318
2025-06-08 19:47:34.951,1.5759038558820837,0.0004110952295679482,1.8893564372674962
2025-06-08 19:47:34.951,1.55299001070021,0.0004110952295679482,1.8689918625024609
2025-06-08 19:47:34.951,1.5606279590941678,0.0004110952295679482,1.8689918625024609
2025-06-08 19:47:34.951,1.5759038558820837,0.0004110952295679482,1.8893564372674962
2025-06-08 19:47:34.951,1.55299001070021,0.002956617481514101,1.8689918625024609
2025-06-08 19:47:34.951,1.5580819762961822,0.0004110952295679482,1.8689918625024609
2025-06-08 19:47:34.951,1.5759038558820837,0.0004110952295679482,1.8893564372674962
2025-06-08 19:47:34.952,1.5402600967102797,0.0004110952295679482,1.8689918625024609
2025-06-08 19:47:34.952,1.5580819762961822,0.002956617481514101,1.87153743434809
2025-06-08 19:47:34.952,1.5784498386800703,0.0004110952295679482,1.8919020091131253
2025-06-08 19:47:34.952,1.5402600967102797,0.0004110952295679482,1.87153743434809
2025-06-08 19:47:34.952,1.5580819762961822,0.0004110952295679482,1.87408300619372
2025-06-08 19:47:34.953,1.5784498386800703,0.0004110952295679482,1.8944475809587544
2025-06-08 19:47:34.953,1.5402600967102797,0.0004110952295679482,1.8537184314286845
2025-06-08 19:47:34.953,1.5580819762961822,0.002956617481514101,1.87408300619372
2025-06-08 19:47:34.953,1.5835418042760425,0.0004110952295679482,1.8944475809587544
